score,title,year,authors,doi,url,type,databases,queries
4,Urban Infrastructure Management: Based on the School Location Configuration,2017,Jiaxuan Pang; Wenguo Ai,10.1061/9780784480274.151,https://doi.org/10.1061/9780784480274.151,proceedings-article,Crossref,AI model configuration management baseline revalidation
4,Anonymous ECC-Authentication and Intrusion Detection Based on Execution Tracing for Mobile Agent Security,2016,Hind Idrissi,10.1007/s11277-016-3712-z,https://doi.org/10.1007/s11277-016-3712-z,journal-article,Crossref,AI agent execution provenance evidence tracing
4,Factors that influence the implementation of e-health: a systematic review of systematic reviews (an update),2016,Jamie Ross; Fiona Stevenson; Rosa Lau; Elizabeth Murray,https://doi.org/10.1186/s13012-016-0510-7,https://doi.org/10.1186/s13012-016-0510-7,review,OpenAlex,AI coding agent reviewability acceptance evidence
4,Governance in Blockchain Technologies &amp; Social Contract Theories,2016,Wessel Reijers; Fiachra Ó’Brolcháin; Paul Haynes,https://doi.org/10.5195/ledger.2016.62,https://doi.org/10.5195/ledger.2016.62,article,OpenAlex,software delegation contracts coding agents
4,National programmes for validating physician competence and fitness for practice: a scoping review,2016,Tanya Horsley; Jocelyn Lockyer; Elise Cogo; Jeanie Zeiter; Ford Bursey; Craig Campbell,https://doi.org/10.1136/bmjopen-2015-010368,https://doi.org/10.1136/bmjopen-2015-010368,article,OpenAlex,continuous assurance AI systems revalidation
4,Review of cybersecurity issues in industrial critical infrastructure: manufacturing in perspective,2016,Uchenna Ani; Hongmei He; Ashutosh Tiwari,https://doi.org/10.1080/23742917.2016.1252211,https://doi.org/10.1080/23742917.2016.1252211,article,OpenAlex,grader hacking reward hacking evaluator manipulation agent
4,The Bill and Melinda Gates Foundation and Legitimacy in Global Health Governance,2016,Sophie Harman,https://doi.org/10.1163/19426720-02203004,https://doi.org/10.1163/19426720-02203004,article,OpenAlex,actor authored evidence acceptance gate
4,"Behaviour change techniques: the development and evaluation of a taxonomic method for reporting and describing behaviour change interventions (a suite of five studies involving consensus methods, randomised controlled trials and analysis of qualitative data)",2015,Susan Michie; Caroline E Wood; Marie Johnston; Charles Abraham; Jill Francis; Wendy Hardeman,https://doi.org/10.3310/hta19990,https://doi.org/10.3310/hta19990,article,OpenAlex,consequence graded software change control
4,Secure outsourced garbled circuit evaluation for mobile devices,2015,Henry Carter; Benjamin Mood; Patrick Traynor; Kevin Butler,https://doi.org/10.3233/jcs-150540,https://doi.org/10.3233/jcs-150540,article,OpenAlex,generator evaluator collusion language model
4,Semantically Documenting Virtual Reconstruction: Building a Path to Knowledge Provenance,2015,George Bruseker; Anaïs Guillem; Nicola Carboni,https://doi.org/10.5194/isprsannals-ii-5-w3-33-2015,https://doi.org/10.5194/isprsannals-ii-5-w3-33-2015,article,OpenAlex,AI agent execution provenance evidence tracing
4,The VeriFast program verifier and its SMT solver interaction,2015,Bart Jacobs,10.4204/eptcs.186.2,https://doi.org/10.4204/eptcs.186.2,journal-article,Crossref,solver verifier independence AI
4,A review of the use and potential of the GATE Monte Carlo simulation code for radiation therapy and dosimetry applications,2014,David Sarrut; Manuel Bardiès; Nicolas Boussion; N. Freud; Sébastien Jan; Jean Michel Létang; George Loudos; Lydia Maigne,https://doi.org/10.1118/1.4871617,https://doi.org/10.1118/1.4871617,article,OpenAlex,actor authored evidence acceptance gate
4,"Assignation, Delegation and Novation",2014,,10.1002/9781118273449.ch12,https://doi.org/10.1002/9781118273449.ch12,other,Crossref,software delegation contracts coding agents
4,Do leniency policies facilitate collusion? Experimental evidence,2014,Georg Clemens; Holger A. Rau,,http://hdl.handle.net/10419/88909,report,OpenAlex,generator evaluator collusion language model
4,Konzept des Model–Driven– Configuration–Managements,2013,Sebastian Herden,10.1007/978-3-658-01107-9_4,https://doi.org/10.1007/978-3-658-01107-9_4,book-chapter,Crossref,AI model configuration management baseline revalidation
4,Pinocchio: Nearly Practical Verifiable Computation,2013,Bryan Parno; Jon Howell; Craig Gentry; Mariana Raykova,https://doi.org/10.1109/sp.2013.47,https://doi.org/10.1109/sp.2013.47,conference-paper,OpenAlex,generator evaluator collusion language model
4,The Effectiveness of Mobile-Health Technology-Based Health Behaviour Change or Disease Management Interventions for Health Care Consumers: A Systematic Review,2013,Caroline Free; Gemma Phillips; Leandro Galli; L. Watson; Lambert Felix; Phil Edwards; Vikram Patel; Andy Haines,https://doi.org/10.1371/journal.pmed.1001362,https://doi.org/10.1371/journal.pmed.1001362,review,OpenAlex,consequence graded software change control
4,Dietary sugars and body weight: systematic review and meta-analyses of randomised controlled trials and cohort studies,2012,Lisa Te Morenga; Simonette R. Mallard; Jim Mann,https://doi.org/10.1136/bmj.e7492,https://doi.org/10.1136/bmj.e7492,review,OpenAlex,consequence graded software change control
4,Normative Multi-Agent Systems,2012,Giulia Andrighetto; Guido Governatori; Pablo Noriega; Leendert van der Torre,,https://orbilu.uni.lu/handle/10993/14503,conference-paper,OpenAlex,common mode failure multi-agent verification
4,"P34 Reviewability/non-reviewability. Judicial review applies to the exercise of “public” functions, with few forbidden areas.",2012,,10.5040/9781509943517.ch-034,https://doi.org/10.5040/9781509943517.ch-034,book-chapter,Crossref,AI coding agent reviewability acceptance evidence
4,BARGAINING OVER MANAGERIAL DELEGATION CONTRACTS AND MERGER INCENTIVES WITH ASYMMETRIC COSTS*,2011,YASUHIKO NAKAMURA,10.1111/j.1467-9957.2010.02176.x,https://doi.org/10.1111/j.1467-9957.2010.02176.x,journal-article,Crossref,software delegation contracts coding agents
4,Repetitive flood victims and acceptance of FEMA mitigation offers: an analysis with community–system policy implications,2011,Edward L. Kick; James C. Fraser; Gregory M. Fulkerson; Laura A. McKinney; Daniel H. de Vries,https://doi.org/10.1111/j.1467-7717.2011.01226.x,https://doi.org/10.1111/j.1467-7717.2011.01226.x,article,OpenAlex,actor authored evidence acceptance gate
4,Working Model for the Forensic Evaluator,2011,,10.1201/b11244-11,https://doi.org/10.1201/b11244-11,book-chapter,Crossref,generator evaluator collusion language model
4,Correctness of Multi-Agent Programs: A Hybrid Approach,2010,M. Dastani; J.-J. Ch. Meyer,10.1007/978-1-4419-6984-2_6,https://doi.org/10.1007/978-1-4419-6984-2_6,book-chapter,Crossref,common mode failure multi-agent verification
4,Mechanism design with partial verification and revelation principle,2010,Lan Yu,10.1007/s10458-010-9151-4,https://doi.org/10.1007/s10458-010-9151-4,journal-article,Crossref,common mode failure multi-agent verification
4,The Refinement of Multi-Agent Systems,2010,L. Aştefănoaei; F.S. de Boer,10.1007/978-1-4419-6984-2_2,https://doi.org/10.1007/978-1-4419-6984-2_2,book-chapter,Crossref,common mode failure multi-agent verification
4,The Baseline Configuration of Project Management Information System,2009,Solvita Bērziša,10.2478/v10143-010-0008-8,https://doi.org/10.2478/v10143-010-0008-8,journal-article,Crossref,AI model configuration management baseline revalidation
4,"Assignation, Delegation and Novation",2008,,10.1002/9780470697764.ch12,https://doi.org/10.1002/9780470697764.ch12,other,Crossref,software delegation contracts coding agents
4,Technological Delegation: Responsibility for the Unintended,2008,Katinka Waelbers,https://doi.org/10.1007/s11948-008-9098-x,https://doi.org/10.1007/s11948-008-9098-x,article,OpenAlex,software delegation contracts coding agents
4,Optimal Contracts in Portfolio Delegation,2006,Tao Li; Yuqing Zhou,10.2139/ssrn.891048,https://doi.org/10.2139/ssrn.891048,journal-article,Crossref,software delegation contracts coding agents
4,"Regulation as Delegation: Private Firms, Decisionmaking, and Accountability in the Administrative State",2006,Kenneth A. Bamberger,,https://scholarship.law.berkeley.edu/facpubs/1212,article,OpenAlex,software delegation contracts coding agents
4,"Language Evaluator (LE, beta 6)",2005,Jing Luo,10.1558/cj.35216,https://doi.org/10.1558/cj.35216,journal-article,Crossref,generator evaluator collusion language model
4,Self-organization in multi-agent systems,2005,Giovanna Di Marzo Serugendo; Marie-Pierre Gleizes; Anthony Karageorgos,https://doi.org/10.1017/s0269888905000494,https://doi.org/10.1017/s0269888905000494,article,OpenAlex,software delegation contracts coding agents
4,Failure Mode Verification Testing (FMVT),2004,Alex Porter,10.1016/b978-075067653-3/50029-1,https://doi.org/10.1016/b978-075067653-3/50029-1,book-chapter,Crossref,common mode failure multi-agent verification
4,Delegation contracts’ observability and collusion,2003,Guido S. Merzoni,10.1007/978-3-642-57332-3_3,https://doi.org/10.1007/978-3-642-57332-3_3,book-chapter,Crossref,software delegation contracts coding agents
4,"Computational models of trust and reputation : agents, evolutionary games, and social networks",2002,Lik Mui,,http://hdl.handle.net/1721.1/87343,dissertation,OpenAlex,software delegation contracts coding agents
4,Autonomous agents for business process management,2000,Nicholas R. Jennings; Timothy J. Norman; Peyman Faratin; Paul O’Brien; B R Odgers,https://doi.org/10.1080/088395100117106,https://doi.org/10.1080/088395100117106,article,OpenAlex,software delegation contracts coding agents
4,Software engineering for security,2000,Prémkumar Dévanbu; Stuart G. Stubblebine,https://doi.org/10.1145/336512.336559,https://doi.org/10.1145/336512.336559,conference-paper,OpenAlex,generator evaluator collusion language model
4,Baseline unconverted light management (indirect drive configuration),1999,S Dixit; D Kalantar,10.2172/11981,https://doi.org/10.2172/11981,report,Crossref,AI model configuration management baseline revalidation
4,Pharmaceuticals and personal care products in the environment: agents of subtle change?,1999,Christian G. Daughton; Thomas A. Ternes,https://doi.org/10.1289/ehp.99107s6907,https://doi.org/10.1289/ehp.99107s6907,article,OpenAlex,common mode failure multi-agent verification
4,Zeus: A toolkit for building distributed multiagent systems,1999,Hyacinth S. Nwana; Divine T. Ndumu; Lyndon C. Lee; Jaron C. Collis,https://doi.org/10.1080/088395199117513,https://doi.org/10.1080/088395199117513,article,OpenAlex,software delegation contracts coding agents
4,System configuration management plan for the TWRS controlled baseline database system [TCBD],1998,S.G. Spencer,10.2172/362420,https://doi.org/10.2172/362420,report,Crossref,AI model configuration management baseline revalidation
4,An approach to residual generator and evaluator design and synthesis,1995,,10.1016/0967-0661(95)90194-9,https://doi.org/10.1016/0967-0661(95)90194-9,journal-article,Crossref,generator evaluator collusion language model
4,Software for Use with “Guidelines for Consequence Analysis of Chemical Releases”,1995,,10.1002/9780470938119.oth,https://doi.org/10.1002/9780470938119.oth,other,Crossref,consequence graded software change control
4,An Approach to Residual Generator and Evaluator Design and Synthesis,1993,X. Ding; P.M. Frank; L. Guo,10.1016/s1474-6670(17)48291-7,https://doi.org/10.1016/s1474-6670(17)48291-7,journal-article,Crossref,generator evaluator collusion language model
4,Change Control vs. Change and Configuration Control... There is a big difference!,1987,,10.1109/ms.1987.231399,https://doi.org/10.1109/ms.1987.231399,journal-article,Crossref,consequence graded software change control
4,Change Control vs. Change and Configuration Control... There is a big difference!,1987,,10.1109/ms.1987.230727,https://doi.org/10.1109/ms.1987.230727,journal-article,Crossref,consequence graded software change control
4,Change Control vs. Change and Configuration Control... There is a big difference!,1987,,10.1109/ms.1987.232440,https://doi.org/10.1109/ms.1987.232440,journal-article,Crossref,consequence graded software change control
4,Change Control vs. Change and Configuration Control... There is a big difference!,1987,,10.1109/ms.1987.231791,https://doi.org/10.1109/ms.1987.231791,journal-article,Crossref,consequence graded software change control
4,Change Control vs. Change and Configuration Control... There is a big difference!,1986,,10.1109/ms.1986.234413,https://doi.org/10.1109/ms.1986.234413,journal-article,Crossref,consequence graded software change control
4,Change Control vs. Change and Configuration Control... There is a big difference!,1986,,10.1109/ms.1986.234087,https://doi.org/10.1109/ms.1986.234087,journal-article,Crossref,consequence graded software change control
4,Change Control vs. Change and Configuration Control... There is a big difference!,1986,,10.1109/ms.1986.233096,https://doi.org/10.1109/ms.1986.233096,journal-article,Crossref,consequence graded software change control
4,Change Control vs. Change and Configuration Control... There is a big difference!,1986,,10.1109/ms.1986.233740,https://doi.org/10.1109/ms.1986.233740,journal-article,Crossref,consequence graded software change control
4,Deep space network software cost estimation model,1981,R. C. Tausworthe,,http://hdl.handle.net/2060/19810015279,other,OpenAlex,AI model configuration management baseline revalidation
4,Tactical Operations Analysis System (TOAS) Baseline Configuration.,1980,George Slaton; Mike Murphey,10.21236/ada086750,https://doi.org/10.21236/ada086750,report,Crossref,AI model configuration management baseline revalidation
4,Center for Global AI Governance &amp; Ethics Policy,,,10.21428/a47b9270,https://doi.org/10.21428/a47b9270,journal,Crossref,AI agent runtime governance policy actions
4,Change Control for Product Line Software Engineering,,M. Staples,10.1109/apsec.2004.37,https://doi.org/10.1109/apsec.2004.37,proceedings-article,Crossref,consequence graded software change control
4,Failure Mode Effects Analysis of Auto-verification in the Clinical Laboratory,,Kalev Golubjatnikov,10.33015/dominican.edu/2018.cls.13,https://doi.org/10.33015/dominican.edu/2018.cls.13,dissertation,Crossref,common mode failure multi-agent verification
4,Figure 4: Proposed DeepRawNet-verifier tool interface.,,,10.7717/peerj-cs.3670/fig-4,https://doi.org/10.7717/peerj-cs.3670/fig-4,component,Crossref,solver verifier independence AI
4,Table 1: Configuration of baseline models used in experiments.,,,10.7717/peerj-cs.3843/table-1,https://doi.org/10.7717/peerj-cs.3843/table-1,component,Crossref,AI model configuration management baseline revalidation
4,Tracing Amazon timber provenance using stable oxygen isotope,,Ana Claudia Gama Batista,10.11606/t.64.2025.tde-12092025-081803,https://doi.org/10.11606/t.64.2025.tde-12092025-081803,dissertation,Crossref,AI agent execution provenance evidence tracing
4,verifier,,,10.1007/springerreference_28126,https://doi.org/10.1007/springerreference_28126,reference-entry,Crossref,solver verifier independence AI
3,From execution loop to reasoning loop in autonomous materials research,2026,Zhizhi Tan; Li Qian; Ying Wang; Nian Ran,10.20517/aiagent.2026.13,https://doi.org/10.20517/aiagent.2026.13,journal-article,Crossref,AI agent execution provenance evidence tracing; assurance case autonomous AI agent
3,"Designing Resilient AI Architectures for Predictive Energy Finance Systems Amid Data Sovereignty, Adversarial Threats, and Policy Volatility",2025,Obehi Irekponor,https://doi.org/10.55248/gengpi.6.0625.2125,https://doi.org/10.55248/gengpi.6.0625.2125,article,OpenAlex,AI model configuration management baseline revalidation; continuous assurance AI systems revalidation
3,FUTURE-AI: international consensus guideline for trustworthy and deployable artificial intelligence in healthcare,2025,Karim Lekadir; Alejandro F. Frangi; Antonio R. Porras; Ben Glocker; Celia Cintas; Curtis P. Langlotz; Eva Weicken; Folkert W. Asselbergs,https://doi.org/10.1136/bmj-2024-081554,https://doi.org/10.1136/bmj-2024-081554,article,OpenAlex,evidence self-authorship AI agent; operational ontology decision rights AI agents
3,ChatGPT for good? On opportunities and challenges of large language models for education,2023,Enkelejda Kasneci; Kathrin Seßler; Stefan Küchemann; Maria Bannert; Daryna Dementieva; Frank Fischer; Urs Gasser; Georg Groh,https://doi.org/10.1016/j.lindif.2023.102274,https://doi.org/10.1016/j.lindif.2023.102274,article,OpenAlex,AI coding agent reviewability acceptance evidence; human oversight AI generated code review
3,GPT-4 Technical Report,2023,"OpenAI; Achiam, Josh; Adler, Steven; Agarwal, Sandhini; Ahmad, Lama; Akkaya, Ilge; Aleman, Florencia Leoni; Almeida, Diogo",https://doi.org/10.4230/lipics.cosit.2024.11,http://arxiv.org/abs/2303.08774,preprint,OpenAlex,AI-assisted software assurance independent review; grader hacking reward hacking evaluator manipulation agent
3,The Ethical Implications of Artificial Intelligence (AI) For Meaningful Work,2023,Sarah Bankins; Paul Formosa,https://doi.org/10.1007/s10551-023-05339-7,https://doi.org/10.1007/s10551-023-05339-7,article,OpenAlex,assurance case autonomous AI agent; solver verifier independence AI
3,Developing a Framework for Using AI in Personalized Medicine to Optimize Treatment Plans,2022,Ernest Chinonso Chianumba; Nura Ikhalea; Ashiata Yetunde Mustapha; Adelaide Yeboah Forkuo,https://doi.org/10.54660/.ijfmr.2022.3.1.57-71,https://doi.org/10.54660/.ijfmr.2022.3.1.57-71,article,OpenAlex,AI model configuration management baseline revalidation; continuous assurance AI systems revalidation
3,Multimodal biomedical AI,2022,Julián Acosta; Guido J. Falcone; Pranav Rajpurkar; Eric J. Topol,https://doi.org/10.1038/s41591-022-01981-2,https://doi.org/10.1038/s41591-022-01981-2,article,OpenAlex,AI coding agent reviewability acceptance evidence; evidence self-authorship AI agent
3,The Fallacy of AI Functionality,2022,Inioluwa Deborah Raji; I. Elizabeth Kumar; Aaron Horowitz; Andrew D. Selbst,https://doi.org/10.1145/3531146.3533158,https://doi.org/10.1145/3531146.3533158,conference-paper,OpenAlex,AI-assisted software assurance independent review; assurance case autonomous AI agent
3,A Survey on AI-Driven Digital Twins in Industry 4.0: Smart Manufacturing and Advanced Robotics,2021,Ziqi Huang; Yang Shen; Jiayi Li; Marcel Fey; Christian Brecher,https://doi.org/10.3390/s21196340,https://doi.org/10.3390/s21196340,article,OpenAlex,AI agent runtime governance policy actions; assurance case autonomous AI agent
3,"Scientific, Legal, and Ethical Concerns About AI-Based Personnel Selection Tools: A Call to Action",2021,Nancy T. Tippins; Frederick L. Oswald; S. Morton McPhail,https://doi.org/10.25035/pad.2021.02.001,https://doi.org/10.25035/pad.2021.02.001,article,OpenAlex,AI model configuration management baseline revalidation; continuous assurance AI systems revalidation
2,A Predictive AI Model for Cyber-Risk Scoring in Agile and DevOps Release Management Pipelines,2026,Bose Pandian Chandran,10.1109/ICSSAS68835.2026.11559391,https://www.semanticscholar.org/paper/39f51904c25bb9a04c81a081355cafafa18d350b,Conference,Semantic Scholar,AI model configuration management baseline revalidation
2,A Survey of Large Language Models,2026,Wayne Xin Zhao; Kun Zhou; Junyi Li; Tianyi Tang; Xiaolei Wang; Yupeng Hou; Beichen Zhang; Yingqian Min,https://doi.org/10.1007/s11704-026-60308-3,https://doi.org/10.1007/s11704-026-60308-3,article,OpenAlex,AI agent runtime governance policy actions
2,AI as a Metacognitive Mirror: How Students Use AI to Monitor and Repair Reading Comprehension Breakdowns,2026,Admiral Indra Supardan; Ma. Wilma Capati,10.70152/duties.v2i1.320,https://doi.org/10.70152/duties.v2i1.320,journal-article,Crossref,separation of duties AI engineering agents
2,AI-Assisted Sentencing Modeling Under Explainability Constraints: Framework Design and Judicial Applicability Analysis,2026,Jie Sun; Tao Shen,https://doi.org/10.3390/info17030234,https://doi.org/10.3390/info17030234,article,OpenAlex,AI model configuration management baseline revalidation
2,AI-assisted issue report classification,2026,Muhammad Laiq,10.1016/j.simpa.2026.100816,https://doi.org/10.1016/j.simpa.2026.100816,journal-article,Crossref,AI-assisted software assurance independent review
2,BEST: Blockchain-Enabled Sustainable Task Scheduling for Optimizing Large AI Model Workloads at the Edge,2026,Haoxiang Luo; Runhua Chen; Gang Sun; Hongfang Yu; S. Dustdar,10.1109/tai.2026.3669544,https://www.semanticscholar.org/paper/1afbdc7f56ef322b9db1a2d2164c2bddc958c8d7,JournalArticle,Semantic Scholar,AI model configuration management baseline revalidation
2,"Execution:
                    <scp>AI‐Enabled</scp>
                    Execution",2026,,10.1002/9781394406401.ch4,https://doi.org/10.1002/9781394406401.ch4,other,Crossref,AI agent execution provenance evidence tracing
2,"Extending MONA in Camera Dropbox: Reproduction, Learned Approval, and Design Implications for Reward-Hacking Mitigation",2026,Nathan Heath,10.2139/ssrn.6501627,https://doi.org/10.2139/ssrn.6501627,posted-content,Crossref,grader hacking reward hacking evaluator manipulation agent
2,Fiduciary Architecture for AI Systems: Power Needs Duties,2026,Samantha King,10.2139/ssrn.6646178,https://doi.org/10.2139/ssrn.6646178,posted-content,Crossref,separation of duties AI engineering agents
2,Human vs AI: Insecure Use of Security-Sensitive Functions in AI-generated Code in Comparison to Human-written Code,2026,Joonku Lee; Sieun Ju; Seunghoon Woo; Heejo Lee,10.1145/3748522.3779860,https://doi.org/10.1145/3748522.3779860,proceedings-article,Crossref,human oversight AI generated code review
2,Hybrid AI Model for Supply Chain Risk Prediction and Resilience Planning Under Global Disruptions,2026,Arun Kumar Elengovan; N. Seshagiri; Omoshola S. Owolabi; Kaushik Jangiti; Amit Kumar Padhy; Kathiresan Jayabalan,10.1109/ICSES66558.2026.11478947,https://www.semanticscholar.org/paper/cc43aa0ca922b8eb7dfcb085a9c00deb37956d0a,Conference,Semantic Scholar,AI model configuration management baseline revalidation
2,Judicial Independence,2026,Migle Laukyte,10.1017/9781009744225.020,https://doi.org/10.1017/9781009744225.020,book-chapter,Crossref,solver verifier independence AI
2,LAMIO-6G: Large AI Model-Empowered Cross-Layer Intent Management and Multi-Domain Policy Orchestration in 6G Terrestrial Networks,2026,Yao Wang; Chungang Yang; Qiao Li; Pu Wang; Sai Zou; Bodong Shang; Shoufeng Wang,10.1109/TCCN.2026.3658750,https://www.semanticscholar.org/paper/6f9a314026fa54b953dcadf6ee4ebdb30166e66c,JournalArticle,Semantic Scholar,AI model configuration management baseline revalidation
2,Large AI Model Enabled Asynchronous Service Provisioning for Future Wireless Networks,2026,Xiaoxu Ren; Qixin Li; Haipeng Yao; Hongyang Du; Chao Qiu; Xiaofei Wang; D. Niyato,10.1109/JSAC.2025.3646193,https://www.semanticscholar.org/paper/e92771707f668e8a4d27ecb2eedc477b61b9b6b3,JournalArticle,Semantic Scholar,AI model configuration management baseline revalidation
2,Large Language Model as a Code Generator in Simplified Domain-Specific Modelling,2026,Adam Bochenek; Jarosław Protasiewicz; Witold Pedrycz,10.2139/ssrn.6818764,https://doi.org/10.2139/ssrn.6818764,posted-content,Crossref,generator evaluator collusion language model
2,Legacy Code Test Generator Using Large Language Model,2026,,10.56726/irjmets88133,https://doi.org/10.56726/irjmets88133,journal-article,Crossref,generator evaluator collusion language model
2,Narrating the Constructed Self: AI Authorship and Posthuman Identity in The Safe Zone,2026,,10.67147/literariness.v1si1.024,https://doi.org/10.67147/literariness.v1si1.024,journal-article,Crossref,evidence self-authorship AI agent
2,S-AI-Solver: Toward Numerical Artificial Intelligence — A Hormonally Regulated Sparse AI Architecture for the Formally Certified Resolution of Analytically Intractable Equations,2026,Said Slaoui,10.21203/rs.3.rs-9382140/v1,https://doi.org/10.21203/rs.3.rs-9382140/v1,posted-content,Crossref,solver verifier independence AI
2,The Actor–Gate Dependency Notation (AGDN): A Visual Boundary Object for Structuring Multi-Actor Intellectual Property Decisions and Negotiations,2026,Andreas Peters,10.21203/rs.3.rs-9873055/v1,https://doi.org/10.21203/rs.3.rs-9873055/v1,posted-content,Crossref,actor authored evidence acceptance gate
2,XAI-Compliance-by-Design: A Modular Framework for GDPR- and AI Act-Aligned Decision Transparency in High-Risk AI Systems,2026,Antonio Goncalves; Anacleto Correia,https://doi.org/10.3390/jcp6020043,https://doi.org/10.3390/jcp6020043,article,OpenAlex,AI model configuration management baseline revalidation
2,"“Authorship of One’s Life”: A Narrative-Oriented, AI-Assisted Intervention for Self-Realization in Crisis-Affected Ukrainian Adults Aged 35–55",2026,Denys Dmytriiev,10.55677/ijssers/v06i04y2026-05,https://doi.org/10.55677/ijssers/v06i04y2026-05,journal-article,Crossref,evidence self-authorship AI agent
2,A Crowdsourcing-Driven AI Model Design Framework to Public Health Policy-Adherence Assessment,2025,Yang Zhang; Ruohan Zong; Lanyu Shang; Dong Wang,10.1109/TETC.2024.3496835,https://www.semanticscholar.org/paper/811abbd370cacd409ad2963423b9396f6f41e1da,JournalArticle,Semantic Scholar,AI model configuration management baseline revalidation
2,Aspects and Implementation of Pharmaceutical Quality by Design from Conceptual Frameworks to Industrial Applications,2025,Shiwei Yang; HU Xing-ming; Jinmiao Zhu; Bin Zheng; Wenjie Bi; Xiaohong Wang; Jialing Wu; Zhifu Mi,https://doi.org/10.3390/pharmaceutics17050623,https://doi.org/10.3390/pharmaceutics17050623,article,OpenAlex,continuous assurance AI systems revalidation
2,Authorship and Vocabulary,2025,Mira Moldawer,10.4324/9781003642626-4,https://doi.org/10.4324/9781003642626-4,book-chapter,Crossref,evidence self-authorship AI agent
2,Balancing Financial Independence: Using Generative AI for Independent Investment Decisions​,2025,Enmily Lima,10.14293/p2199-8442.1.sop-.pbgyga.v1,https://doi.org/10.14293/p2199-8442.1.sop-.pbgyga.v1,posted-content,Crossref,solver verifier independence AI
2,Blockchain—IoT—AI Model for Secure Supply Chain Management and Real-Time Agricultural Recommendations,2025,D. Gandhi; Kartik Trakroo; R. Praveen; Vatsavai Lokesh; Sai Kiran; Ananthu Krishna; Rambhatla; Dr. S. Bharathidasan,10.1109/ETCOM66606.2025.11437180,https://www.semanticscholar.org/paper/ec27146f71528fbfcce22dc7c714fad1a81f4fc1,Conference,Semantic Scholar,AI model configuration management baseline revalidation
2,CAN AI OUTPERFORM HUMAN MANAGERS IN OPERATIONAL DECISION-MAKING?,2025,Jonathan Kuzmanko; Lucie Vrbová,10.2139/ssrn.5156585,https://doi.org/10.2139/ssrn.5156585,posted-content,Crossref,operational ontology decision rights AI agents
2,"Converging Text, Authorship, and Vocabulary",2025,Mira Moldawer,10.4324/9781003642626-7,https://doi.org/10.4324/9781003642626-7,book-chapter,Crossref,evidence self-authorship AI agent
2,"Creativity, Authorship and AI",2025,Andrea Stazi,10.2139/ssrn.5243033,https://doi.org/10.2139/ssrn.5243033,posted-content,Crossref,evidence self-authorship AI agent
2,Design of a meta-heuristic artificial intelligence (AI) model for an optimal photovoltaic module cooling system,2025,A. Kenfack; Symphorien Tchimoe Kemle; M. K. Nematchoua; Venant Sorel Chara-Dackou; Elie Simo; H. D. Temene,10.1007/s42452-025-06696-w,https://www.semanticscholar.org/paper/def61ac4ed29fa01951c0df6ee142414d67a73bc,JournalArticle,Semantic Scholar,AI model configuration management baseline revalidation
2,Digital NILs Authorship,2025,Mira Moldawer,10.4324/9781003642626-5,https://doi.org/10.4324/9781003642626-5,book-chapter,Crossref,evidence self-authorship AI agent
2,Directors' Duties and AI Regulation,2025,Vivienne Brand,10.2139/ssrn.5238892,https://doi.org/10.2139/ssrn.5238892,posted-content,Crossref,separation of duties AI engineering agents
2,Dynamic Separation of Duties,2025,,10.1007/978-3-030-71522-9_300296,https://doi.org/10.1007/978-3-030-71522-9_300296,book-chapter,Crossref,separation of duties AI engineering agents
2,Emerging AI- and Biomarker-Driven Precision Medicine in Autoimmune Rheumatic Diseases: From Diagnostics to Therapeutic Decision-Making,2025,Ola A. Al-Ewaidat; Moawiah M. Naffaa,https://doi.org/10.3390/rheumato5040017,https://doi.org/10.3390/rheumato5040017,article,OpenAlex,continuous assurance AI systems revalidation
2,Enhancing Data Quality and Consistency in Large-Scale Analytical Systems through AI-Driven Engineering Workflows,2025,Divya Nair Narayanan,https://doi.org/10.63282/3050-9246.ijetcsit-v6i3p114,https://doi.org/10.63282/3050-9246.ijetcsit-v6i3p114,article,OpenAlex,AI model configuration management baseline revalidation
2,Exploring the Boundaries Between LLM Code Clone Detection and Code Similarity Assessment on Human and AI-Generated Code,2025,Zixian Zhang; Takfarinas Saber,10.3390/bdcc9020041,https://doi.org/10.3390/bdcc9020041,journal-article,Crossref,human oversight AI generated code review
2,Foundation Time-Series AI Model for Realized Volatility Forecasting,2025,A. Goel; P. Pasricha; M. Magris; J. Kanniainen,,https://www.semanticscholar.org/paper/4f77928e084f53ef0200e67a16e47b046c61a77e,,Semantic Scholar,AI model configuration management baseline revalidation
2,"Gen AI, Authorship and the Law",2025,Mira Moldawer,10.4324/9781003642626,https://doi.org/10.4324/9781003642626,monograph,Crossref,evidence self-authorship AI agent
2,Harnessing the AI/ML in Drug and Biological Products Discovery and Development: The Regulatory Perspective,2025,Fahimeh Mirakhori; Sarfaraz K. Niazi,https://doi.org/10.3390/ph18010047,https://doi.org/10.3390/ph18010047,article,OpenAlex,continuous assurance AI systems revalidation
2,Human Approach Language Generator with Reality Template as Understanding Model,2025,Motty Shai,10.2139/ssrn.5525738,https://doi.org/10.2139/ssrn.5525738,posted-content,Crossref,generator evaluator collusion language model
2,Integration of Artificial Intelligence in Biosensors for Enhanced Detection of Foodborne Pathogens,2025,Riza Jane S. Banicod; Nazia Tabassum; Du‐Min Jo; Aqib Javaid; Young‐Mog Kim; Fazlurrahman Khan,https://doi.org/10.3390/bios15100690,https://doi.org/10.3390/bios15100690,article,OpenAlex,AI model configuration management baseline revalidation
